CATEGORY;OEM;BRAND;MODEL;YEAR;GENERATION;GEN_START;GEN_END;ENGINE;ENGINE_VOLUME;ENGINE_TYPE;BODY_TYPE;TRANSMISSION;PRODUCT_CATEGORY;TITLE;ID;STATE;DESCRIPTION;PRICE;CURRENCY;NDS;DISCOUNT;CITY;PHONE;PHOTO;VIDEO;IMPORTER
Диск тормозной задний;;"Volkswagen";Passat CC;2011;I;;;Бензин;2000;;;;;;AV153571756;0;"диски +колодки . диаметр 280 мм. остаток 12 мм,Задние тормозные диски для Volkswagen Passat CC — инновационная защита и безупречная эффективность! Обновите тормозную систему вашего Volkswagen Passat CC (2008–2012) и почувствуйте мощь контроля на каждом повороте! Эти диски — не просто деталь, а фундамент вашей безопасности и комфорта! Почему эти диски станут вашим идеальным выбором? Премиальная прочность: Изготовлены из усиленного высокоуглеродистого сплава, прошедшего закалку при экстремальных температурах! Устойчивы к деформации, перегреву и износу — даже в условиях агрессивного вождения! Инновационная конструкция: Вентилируемая структура и перфорация для мгновенного отвода тепла и газа. Забудьте о «перегретых» тормозах и снижении эффективности на высоких скоростях! Идеальная совместимость: Точное соответствие оригинальным кодам VW (например, 3C0615601M, 5N0615601). Подходят для двигателей 1.4 TSI, 1.8 TSI, 2.0 TDI, 2.0 TSI и других! Антикоррозийная защита: Специальное покрытие защищает от ржавчины, сохраняя эстетику и функциональность на годы! Универсальный размер: Оптимальный диаметр 286 мм — идеален для стандартных и спортивных комплектаций! Работает бесшумно и плавно, будь то пробка или горный серпантин! Эти диски — ваш щит на дороге: Быстрая установка: Готовы к монтажу сразу из коробки — никакой дополнительной обработки! Сэкономьте время и наслаждайтесь результатом! Технологии премиум-класса: Прошли тесты на усталость и экстремальные нагрузки. Выдерживают температуры до 650C без потери эффективности! Спешите — товар уходит как горячие пирожки! Был бы у меня Passat CC, то оставил бы их себе и вы бы не узнали, но судьба распорядилась иначе… Продаю с сожалением, но уверен — они подарят вашему авто вторую жизнь! Не рискуйте безопасностью! Подарите своему Passat CC мгновенную остановку без вибраций и шума — закажите тормозные диски сегодня! Звоните или пишите — помогу с выбором и установкой! Ваша уверенность за рулем начинается здесь! P.S. Сохраните стиль и динамику вашего авто — эти диски созданы для тех, кто ценит каждую деталь! Тормозите с умом и стилем!";149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/0742.jpg,https://avcdn.av.by/advertbig/0011/6623/0858.jpg,https://avcdn.av.by/advertbig/0011/6623/1038.jpg,https://avcdn.av.by/advertbig/0011/6623/1168.jpg,https://avcdn.av.by/advertbig/0011/6623/1278.jpg";;
Редуктор переднего моста;;BMW;X5;2011;E70 · Рестайлинг;;;Дизель;3000;;;;;;AV148780235;0;ЕВРОПА. Дефект на фото;134;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/0843.jpg,https://avcdn.av.by/advertbig/0011/6623/0973.jpg,https://avcdn.av.by/advertbig/0011/6623/1133.jpg";;
Блок кнопок;A2129056000;"Mercedes-Benz";E-Класс;2013;W212, S212, C207, A207;;;;;;;;;;AV107619001;0;;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/0652.jpg,https://avcdn.av.by/advertbig/0011/6623/0793.jpg,https://avcdn.av.by/advertbig/0011/6623/0978.jpg,https://avcdn.av.by/advertbig/0011/6623/1153.jpg";;
Датчик давления выхлопных газов;7789219;BMW;7 серия;2008;F01, F04;;;Дизель;3000;;;;;;AV157055116;0;"Хорошее состояние. 3 pinдатяи";50;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6622/8637.jpg,https://avcdn.av.by/advertbig/0011/6622/8772.jpg,https://avcdn.av.by/advertbig/0011/6622/8842.jpg";;
Трапеция дворников;3C8955023F;"Volkswagen";Passat;2008;B6;;;Бензин;2000;;;АКПП;;;AV153222188;0;хорошее состояние. левый руль;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/0697.jpg,https://avcdn.av.by/advertbig/0011/6623/0798.jpg,https://avcdn.av.by/advertbig/0011/6623/0933.jpg";;
Трапеция дворников;3C8955023B;"Volkswagen";Passat CC;2009;I;;;Бензин;2000;;;АКПП;;;AV153222169;0;хорошее состояние. левый руль;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/0637.jpg,https://avcdn.av.by/advertbig/0011/6623/0727.jpg,https://avcdn.av.by/advertbig/0011/6623/0808.jpg";;
Топливный насос автономного отопителя;9001441B;"Land Rover";"Range Rover Sport";2011;I · Рестайлинг;;;Дизель;3000;;;;;;AV98639031;0;;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/0657.jpg,https://avcdn.av.by/advertbig/0011/6623/0833.jpg,https://avcdn.av.by/advertbig/0011/6623/0988.jpg";;
Решетка радиатора;A2118800583;"Mercedes-Benz";E-Класс;2004;W211, S211;;;Дизель;3200;;;;;;AV107618999;0;Англия. В хорошем состоянии.;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/0642.jpg,https://avcdn.av.by/advertbig/0011/6623/0818.jpg,https://avcdn.av.by/advertbig/0011/6623/1028.jpg";;
Электростеклоподъемник задний левый;;"Mercedes-Benz";M-Класс;2007;W164;;;;;;;;;;AV157865184;0;Оригинал. Европа, хорошее состояние. Цена без комплектующих(динамика и моторчика);50;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/0622.jpg,https://avcdn.av.by/advertbig/0011/6623/0672.jpg";;
Блок управления сиденьем;;"Mercedes-Benz";S-Класс;2002;W220;;;Дизель;3200;;;АКПП;;;AV102580661;0;Европа. Левый руль.;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/0577.jpg,https://avcdn.av.by/advertbig/0011/6623/0663.jpg";;
Термостат;61047208,6PY01279402;BMW;2 серия;2022;F44;;;;;;;;;;AV98025396;0;Оригинал. Дефект креплений (фото);149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/0838.jpg,https://avcdn.av.by/advertbig/0011/6623/1018.jpg,https://avcdn.av.by/advertbig/0011/6623/1178.jpg,https://avcdn.av.by/advertbig/0011/6623/1333.jpg,https://avcdn.av.by/advertbig/0011/6623/1468.jpg,https://avcdn.av.by/advertbig/0011/6623/1611.jpg";;
Задний левый фонарь;;"Volkswagen";"Crafter";2016;;;;;;;;;;;AV106803124;0;;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/0517.jpg,https://avcdn.av.by/advertbig/0011/6623/0702.jpg,https://avcdn.av.by/advertbig/0011/6623/0868.jpg,https://avcdn.av.by/advertbig/0011/6623/1073.jpg,https://avcdn.av.by/advertbig/0011/6623/1249.jpg";;
Проводка ДВС;;"Volkswagen";Golf;1994;III;;;Бензин;1400;;;МКПП;;;AV104502452;0;Проводка двигателя + салон. 1.4 моно;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/0477.jpg";;
Фара левая;2E4941006;"Volkswagen";"Crafter";2013;;;;Дизель;2000;;;;;;AV104368819;0;АНГЛИЯ;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/0482.jpg,https://avcdn.av.by/advertbig/0011/6623/0587.jpg,https://avcdn.av.by/advertbig/0011/6623/0717.jpg,https://avcdn.av.by/advertbig/0011/6623/0828.jpg,https://avcdn.av.by/advertbig/0011/6623/1023.jpg,https://avcdn.av.by/advertbig/0011/6623/1143.jpg,https://avcdn.av.by/advertbig/0011/6623/1318.jpg,https://avcdn.av.by/advertbig/0011/6623/1488.jpg";;
Накладка декоративная центральной консоли;DPLA044E06,DPLA044E07;"Land Rover";"Range Rover Sport";2016;II;;;Дизель;;;;АКПП;;;AV157118947;0;Оригинал.Отличное состояние. Все крепления целые Цена за пару.;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/0297.jpg,https://avcdn.av.by/advertbig/0011/6623/0417.jpg,https://avcdn.av.by/advertbig/0011/6623/0557.jpg";;
Фара правая;15214000;BMW;5 серия;1999;E39;;;;;;;;;;AV104503728;0;В хорошем состоянии;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/0464.jpg,https://avcdn.av.by/advertbig/0011/6623/0542.jpg,https://avcdn.av.by/advertbig/0011/6623/0707.jpg,https://avcdn.av.by/advertbig/0011/6623/0873.jpg,https://avcdn.av.by/advertbig/0011/6623/1083.jpg,https://avcdn.av.by/advertbig/0011/6623/1268.jpg,https://avcdn.av.by/advertbig/0011/6623/1418.jpg,https://avcdn.av.by/advertbig/0011/6623/1581.jpg";;
Левое зеркало заднего вида;;"Mercedes-Benz";C-Класс;2005;W203, S203, CL203 · Рестайлинг;;;;;;;;;;AV97147311;0;"Европа левый руль. 9pin";149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/0283.jpg,https://avcdn.av.by/advertbig/0011/6623/0447.jpg";;
Решетка радиатора;A2118800583;"Mercedes-Benz";E-Класс;2004;W211, S211;;;Дизель;3200;;;АКПП;;;AV107618991;0;Англия;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/0362.jpg,https://avcdn.av.by/advertbig/0011/6623/0507.jpg,https://avcdn.av.by/advertbig/0011/6623/0677.jpg";;
Насос охлаждения дополнительный;6928246;BMW;3 серия;2009;E90, E91, E92, E93;;;;;;;;;;AV107035054;0;;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/0472.jpg,https://avcdn.av.by/advertbig/0011/6623/0599.jpg,https://avcdn.av.by/advertbig/0011/6623/0712.jpg";;
Форсунка Adblue;01694834031;"Mercedes-Benz";"Sprinter";2018;;;;Дизель;;;;;;;AV108510381;0;;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/0407.jpg,https://avcdn.av.by/advertbig/0011/6623/0572.jpg,https://avcdn.av.by/advertbig/0011/6623/0757.jpg,https://avcdn.av.by/advertbig/0011/6623/0908.jpg";;
Суппорт передний левый;410105039R;"Renault";"Master";2018;;;;Дизель;2300;;;;;;AV98544553;0;Оригинал.Прокачка откручивается,пыльники целые, направляющая ходит.Цена за штуку;104;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/0147.jpg,https://avcdn.av.by/advertbig/0011/6623/0277.jpg,https://avcdn.av.by/advertbig/0011/6623/0455.jpg,https://avcdn.av.by/advertbig/0011/6623/0547.jpg,https://avcdn.av.by/advertbig/0011/6623/0664.jpg,https://avcdn.av.by/advertbig/0011/6623/0823.jpg";;
Салонный светильник;;Toyota;C-HR;2017;I;;;;;;;;;;AV96711080;0;;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/0022.jpg,https://avcdn.av.by/advertbig/0011/6623/0162.jpg";;
Кнопка стеклоподъемника;74231F4010,74231F4050,74231F4090;Toyota;"Corolla";2018;XI (E170) · Рестайлинг;;;;;;;;;;AV96958376_2;0;;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/0062.jpg,https://avcdn.av.by/advertbig/0011/6623/0157.jpg,https://avcdn.av.by/advertbig/0011/6623/0292.jpg,https://avcdn.av.by/advertbig/0011/6623/0427.jpg,https://avcdn.av.by/advertbig/0011/6623/0527.jpg";;
Реле свечей накала;368302UTLO;Kia;"Sportage";2021;IV · Рестайлинг;;;Дизель;1600;;;;;;AV156623771;0;Оригинал. Полностью исправны. Хорошее состояние.;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/0127.jpg,https://avcdn.av.by/advertbig/0011/6623/0217.jpg";;
Датчик удара;8983af4010;Toyota;C-HR;2017;I;;;;;;;;;;AV156623772;0;Оригинал. Полностью исправен. Хорошее состояние.;50;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/0067.jpg,https://avcdn.av.by/advertbig/0011/6623/0202.jpg,https://avcdn.av.by/advertbig/0011/6623/0352.jpg,https://avcdn.av.by/advertbig/0011/6623/0552.jpg";;
Кнопка стеклоподъемника;74231F4010,74231F4050,74231F4090;Toyota;C-HR;2019;I;;;;;;;;;;AV96958376;0;;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/0137.jpg,https://avcdn.av.by/advertbig/0011/6623/0227.jpg,https://avcdn.av.by/advertbig/0011/6623/0422.jpg,https://avcdn.av.by/advertbig/0011/6623/0582.jpg,https://avcdn.av.by/advertbig/0011/6623/0722.jpg";;
Блок управления подогревом сидений;93300D9060,4A920BG000;Kia;"Sportage";2018;IV · Рестайлинг;;;;;;;;;;AV96765046;0;Отличное состояние;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6622/8412.jpg,https://avcdn.av.by/advertbig/0011/6622/8542.jpg,https://avcdn.av.by/advertbig/0011/6622/8674.jpg,https://avcdn.av.by/advertbig/0011/6622/8817.jpg,https://avcdn.av.by/advertbig/0011/6622/9002.jpg,https://avcdn.av.by/advertbig/0011/6622/9152.jpg,https://avcdn.av.by/advertbig/0011/6622/9292.jpg";;
Кнопка центрального замка;CPLA14776BC,CPLA14017AC;"Land Rover";"Range Rover Sport";2015;II;;;;;;;;;;AV96674214;0;;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6622/9952.jpg,https://avcdn.av.by/advertbig/0011/6623/0072.jpg,https://avcdn.av.by/advertbig/0011/6623/0267.jpg,https://avcdn.av.by/advertbig/0011/6623/0463.jpg";;
Пластик багажника;A2077580702;"Mercedes-Benz";E-Класс;2009;W212, S212, C207, A207;;;;;;;;;;AV156234222;0;;50;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6622/9862.jpg,https://avcdn.av.by/advertbig/0011/6622/9958.jpg,https://avcdn.av.by/advertbig/0011/6623/0057.jpg,https://avcdn.av.by/advertbig/0011/6623/0197.jpg,https://avcdn.av.by/advertbig/0011/6623/0357.jpg";;
Шторка багажника;;"Land Rover";"Range Rover Sport";2013;I · Рестайлинг;;;;;;;;;;AV98880161;0;;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6622/9817.jpg,https://avcdn.av.by/advertbig/0011/6622/9967.jpg";;
Рулевой карданчик;;Peugeot;308;2008;T7;;;;;;;;;;AV156621430;0;Оригинал. Хорошее состояние.;50;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6623/0002.jpg";;
Масляная трубка турбины;86299620121,374231,0825;MINI;Hatch;2021;F55, F56;;;Бензин;1500;;;;;;AV98587555;0;Оригинал. Отличное состояние. Снято с мотора B38C 1.5 бензин (2021 г.в). .;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0013/0451/0267.avif,https://avcdn.av.by/advertbig/0013/0451/0432.avif,https://avcdn.av.by/advertbig/0013/0451/0577.avif,https://avcdn.av.by/advertbig/0013/0451/0727.avif,https://avcdn.av.by/advertbig/0013/0451/0874.avif,https://avcdn.av.by/advertbig/0013/0451/0992.avif,https://avcdn.av.by/advertbig/0013/0451/1177.avif";;
Корпус помпы;"Q6h121111j,06h121008n";"Volkswagen";Passat CC;2011;I;;;Бензин;2000;;;;;;AV157111865;0;Оригинал. Хорошее состояние. Снята с двигателя CCT 200 лс;149;BYN;;;Минск;375293376475,375259384524;"https://avcdn.av.by/advertbig/0011/6622/9827.jpg,https://avcdn.av.by/advertbig/0011/6622/9937.jpg,https://avcdn.av.by/advertbig/0011/6623/0047.jpg,https://avcdn.av.by/advertbig/0011/6623/0187.jpg,https://avcdn.av.by/advertbig/0011/6623/0302.jpg,https://avcdn.av.by/advertbig/0011/6623/0432.jpg,https://avcdn.av.by/advertbig/0011/6623/0565.jpg";;
